交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2021/05/17,TXO,202106  ,10800.0000,賣權,18.5,20,15,16,32,-,-,15.5,36,515,3.4,,盤後,
2021/05/17,TXO,202106  ,11000.0000,買權,-,-,-,-,0,4220,0,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,11000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,11000.0000,賣權,33,88,18,35,604,35,1047,31,41,610,2.9,,一般,
2021/05/17,TXO,202106  ,11000.0000,賣權,22,25,16,16,23,-,-,16,28,610,2.9,,盤後,
2021/05/17,TXO,202106  ,11200.0000,買權,-,-,-,-,0,4030,0,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,11200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,11200.0000,賣權,39,42,20.5,39,217,39,390,30.5,40.5,620,1.2,,一般,
2021/05/17,TXO,202106  ,11200.0000,賣權,17,20,16.5,16.5,5,-,-,16.5,38,620,1.2,,盤後,
2021/05/17,TXO,202106  ,11400.0000,買權,-,-,-,-,0,3830,0,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,11400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,11400.0000,賣權,49,90,22.5,42,276,42,643,41,44.5,710,4.9,,一般,
2021/05/17,TXO,202106  ,11400.0000,賣權,24.5,50,17.5,50,11,-,-,17.5,49.5,710,4.9,,盤後,
2021/05/17,TXO,202106  ,11600.0000,買權,-,-,-,-,0,3630,0,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,11600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,11600.0000,賣權,32,50,28.5,42,276,47,766,43,51,775,5,,一般,
2021/05/17,TXO,202106  ,11600.0000,賣權,27.5,35,22,22,11,-,-,19,31,775,5,,盤後,
2021/05/17,TXO,202106  ,11800.0000,買權,-,-,-,-,0,3440,1,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,11800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,11800.0000,賣權,41.5,57,30.5,50,506,50,941,50,54,840,4.7,,一般,
2021/05/17,TXO,202106  ,11800.0000,賣權,30.5,32,17,25.5,26,-,-,20.5,29,840,4.7,,盤後,
2021/05/17,TXO,202106  ,12000.0000,買權,-,-,-,-,0,3250,49,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,12000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,12000.0000,賣權,60,72,34.5,62,990,62,2111,61,63,950,3.9,,一般,
2021/05/17,TXO,202106  ,12000.0000,賣權,30.5,39,24,35,76,-,-,25,35,950,3.9,,盤後,
2021/05/17,TXO,202106  ,12200.0000,買權,-,-,-,-,0,3050,29,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,12200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,12200.0000,賣權,70,74,37.5,67,314,67,746,64,75,1040,5,,一般,
2021/05/17,TXO,202106  ,12200.0000,賣權,30.5,31,30.5,31,7,-,-,32,39.5,1040,5,,盤後,
2021/05/17,TXO,202106  ,12400.0000,買權,-,-,-,-,0,2870,51,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,12400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,12400.0000,賣權,60,86,43.5,79,289,79,689,73,80,990,5,,一般,
2021/05/17,TXO,202106  ,12400.0000,賣權,41,44,34,34.5,19,-,-,35,59,990,5,,盤後,
2021/05/17,TXO,202106  ,12600.0000,買權,-,-,-,-,0,2680,35,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,12600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,12600.0000,賣權,70,101,47,91,250,91,1710,77,101,1040,7,,一般,
2021/05/17,TXO,202106  ,12600.0000,賣權,45,45.5,35,37,37,-,-,35,43,1040,7,,盤後,
2021/05/17,TXO,202106  ,12800.0000,買權,2730,2730,2670,2670,3,2490,48,2370,2670,3970,405,,一般,
2021/05/17,TXO,202106  ,12800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,12800.0000,賣權,90,116,59,99,318,99,1772,97,117,1390,5.1,,一般,
2021/05/17,TXO,202106  ,12800.0000,賣權,56,57,37,45,56,-,-,44.5,54,1390,5.1,,盤後,
2021/05/17,TXO,202106  ,13000.0000,買權,-,-,-,-,0,2310,108,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,13000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,13000.0000,賣權,110,134,65,120,1163,120,2326,118,130,1170,3,,一般,
2021/05/17,TXO,202106  ,13000.0000,賣權,65,65,43,57,270,-,-,52,58,1170,3,,盤後,
2021/05/17,TXO,202106  ,13200.0000,買權,-,-,-,-,0,2130,93,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,13200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,13200.0000,賣權,200,200,70,139,391,139,1220,123,152,1270,5.9,,一般,
2021/05/17,TXO,202106  ,13200.0000,賣權,76,77,55,56,138,-,-,55,66,1270,5.9,,盤後,
2021/05/17,TXO,202106  ,13300.0000,買權,-,-,-,-,0,2030,0,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,13300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,13300.0000,賣權,120,167,83,144,126,144,78,138,156,167,52,,一般,
2021/05/17,TXO,202106  ,13300.0000,賣權,81,81,60,60,2,-,-,30,81,81,52,,盤後,
2021/05/17,TXO,202106  ,13400.0000,買權,-,-,-,-,0,1950,41,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,13400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,13400.0000,賣權,120,171,91,160,172,160,733,147,165,1340,11.5,,一般,
2021/05/17,TXO,202106  ,13400.0000,賣權,89,89,60,62,24,-,-,62,81,1340,11.5,,盤後,
2021/05/17,TXO,202106  ,13500.0000,買權,-,-,-,-,0,1860,0,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,13500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,13500.0000,賣權,150,198,98,169,157,169,140,168,195,198,63,,一般,
2021/05/17,TXO,202106  ,13500.0000,賣權,91,96,66,67,41,-,-,68,122,172,63,,盤後,
2021/05/17,TXO,202106  ,13600.0000,買權,-,-,-,-,0,1770,126,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,13600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,13600.0000,賣權,180,192,103,180,615,180,1272,168,187,895,8.2,,一般,
2021/05/17,TXO,202106  ,13600.0000,賣權,101,103,75,84,26,-,-,69,93,895,8.2,,盤後,
2021/05/17,TXO,202106  ,13700.0000,買權,-,-,-,-,0,1680,1,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,13700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,13700.0000,賣權,180,214,112,195,224,195,453,186,204,222,7.7,,一般,
2021/05/17,TXO,202106  ,13700.0000,賣權,108,111,78,98,56,-,-,71,101,222,7.7,,盤後,
2021/05/17,TXO,202106  ,13800.0000,買權,-,-,-,-,0,1590,41,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,13800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,13800.0000,賣權,189,241,124,203,966,203,603,202,230,1520,9.3,,一般,
2021/05/17,TXO,202106  ,13800.0000,賣權,118,120,52,100,56,-,-,80,97,1520,9.3,,盤後,
2021/05/17,TXO,202106  ,13900.0000,買權,-,-,-,-,0,1510,0,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,13900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,13900.0000,賣權,151,260,128,218,910,218,530,219,230,296,9.1,,一般,
2021/05/17,TXO,202106  ,13900.0000,賣權,130,130,90,96,36,-,-,81,108,296,9.1,,盤後,
2021/05/17,TXO,202106  ,14000.0000,買權,-,-,-,-,0,1430,76,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,14000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,14000.0000,賣權,280,289,136,244,3737,244,2476,240,249,1060,10.5,,一般,
2021/05/17,TXO,202106  ,14000.0000,賣權,129,142,100,103,298,-,-,103,110,1060,10.5,,盤後,
2021/05/17,TXO,202106  ,14100.0000,買權,1540,1540,1540,1540,1,1340,3,1240,1500,1840,1540,,一般,
2021/05/17,TXO,202106  ,14100.0000,買權,1840,1840,1840,1840,1,-,-,-,-,1840,1710,,盤後,
2021/05/17,TXO,202106  ,14100.0000,賣權,180,291,149,250,1000,250,350,248,427,380,15,,一般,
2021/05/17,TXO,202106  ,14100.0000,賣權,149,154,108,112,34,-,-,115,125,380,15,,盤後,
2021/05/17,TXO,202106  ,14200.0000,買權,-,-,-,-,0,1250,79,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,14200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,14200.0000,賣權,257,302,165,265,459,265,374,269,448,1360,11.5,,一般,
2021/05/17,TXO,202106  ,14200.0000,賣權,128,131,118,131,35,-,-,122,131,1360,11.5,,盤後,
2021/05/17,TXO,202106  ,14300.0000,買權,-,-,-,-,0,1180,0,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,14300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,14300.0000,賣權,162,345,162,291,482,291,413,283,304,550,11,,一般,
2021/05/17,TXO,202106  ,14300.0000,賣權,175,179,121,125,151,-,-,130,148,550,11,,盤後,
2021/05/17,TXO,202106  ,14400.0000,買權,1190,1190,1140,1160,5,1110,49,1090,1130,2740,62,,一般,
2021/05/17,TXO,202106  ,14400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,14400.0000,賣權,298,349,195,318,420,318,371,301,338,870,12.5,,一般,
2021/05/17,TXO,202106  ,14400.0000,賣權,172,172,141,148,34,-,-,143,190,870,12.5,,盤後,
2021/05/17,TXO,202106  ,14500.0000,買權,1100,1100,1060,1060,3,1030,2,1020,1050,2240,1060,,一般,
2021/05/17,TXO,202106  ,14500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,14500.0000,賣權,356,381,210,334,837,340,613,340,364,600,5.2,,一般,
2021/05/17,TXO,202106  ,14500.0000,賣權,200,207,148,156,120,-,-,150,191,600,5.2,,盤後,
2021/05/17,TXO,202106  ,14600.0000,買權,975,975,960,960,18,960,40,945,965,2420,70,,一般,
2021/05/17,TXO,202106  ,14600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,14600.0000,賣權,376,422,227,358,783,371,1273,366,380,1280,15.5,,一般,
2021/05/17,TXO,202106  ,14600.0000,賣權,217,223,170,189,29,-,-,166,250,1280,15.5,,盤後,
2021/05/17,TXO,202106  ,14700.0000,買權,-,-,-,-,0,895,1,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,14700.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,14700.0000,賣權,340,453,244,405,388,405,266,393,407,610,18.5,,一般,
2021/05/17,TXO,202106  ,14700.0000,賣權,243,246,185,200,14,-,-,105,245,610,18.5,,盤後,
2021/05/17,TXO,202106  ,14800.0000,買權,870,870,840,840,22,815,47,805,835,2650,64,,一般,
2021/05/17,TXO,202106  ,14800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,14800.0000,賣權,390,495,266,428,609,428,651,424,438,805,18,,一般,
2021/05/17,TXO,202106  ,14800.0000,賣權,268,268,200,238,65,-,-,197,238,805,18,,盤後,
2021/05/17,TXO,202106  ,14900.0000,買權,890,890,815,815,11,755,11,740,765,890,815,,一般,
2021/05/17,TXO,202106  ,14900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,14900.0000,賣權,500,530,289,465,437,465,856,457,471,660,22.5,,一般,
2021/05/17,TXO,202106  ,14900.0000,賣權,269,292,215,228,48,-,-,206,444,660,22.5,,盤後,
2021/05/17,TXO,202106  ,15000.0000,買權,770,840,650,685,31,685,169,680,700,2650,41.5,,一般,
2021/05/17,TXO,202106  ,15000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,15000.0000,賣權,570,570,310,500,1488,500,3706,493,510,910,25,,一般,
2021/05/17,TXO,202106  ,15000.0000,賣權,310,316,230,231,520,-,-,229,251,910,25,,盤後,
2021/05/17,TXO,202106  ,15100.0000,買權,790,790,620,620,14,630,10,615,630,995,620,,一般,
2021/05/17,TXO,202106  ,15100.0000,買權,995,995,995,995,1,-,-,166,-,995,930,,盤後,
2021/05/17,TXO,202106  ,15100.0000,賣權,540,600,342,545,493,545,436,530,545,900,28,,一般,
2021/05/17,TXO,202106  ,15100.0000,賣權,336,336,258,280,79,-,-,130,285,900,28,,盤後,
2021/05/17,TXO,202106  ,15200.0000,買權,610,810,550,560,87,560,50,555,575,1310,550,,一般,
2021/05/17,TXO,202106  ,15200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,15200.0000,賣權,600,660,367,560,1243,570,867,570,585,985,29.5,,一般,
2021/05/17,TXO,202106  ,15200.0000,賣權,364,373,275,275,275,-,-,275,355,985,29.5,,盤後,
2021/05/17,TXO,202106  ,15300.0000,買權,550,700,480,525,100,510,78,500,520,975,480,,一般,
2021/05/17,TXO,202106  ,15300.0000,買權,855,855,855,855,1,-,-,136,-,975,585,,盤後,
2021/05/17,TXO,202106  ,15300.0000,賣權,650,680,400,620,649,620,458,610,630,800,34.5,,一般,
2021/05/17,TXO,202106  ,15300.0000,賣權,388,404,306,328,156,-,-,300,356,800,34.5,,盤後,
2021/05/17,TXO,202106  ,15400.0000,買權,500,680,422,456,128,456,131,450,465,2130,41.5,,一般,
2021/05/17,TXO,202106  ,15400.0000,買權,750,810,740,810,11,-,-,124,-,2130,41.5,,盤後,
2021/05/17,TXO,202106  ,15400.0000,賣權,600,700,440,670,367,670,1556,655,675,1070,37.5,,一般,
2021/05/17,TXO,202106  ,15400.0000,賣權,425,442,320,320,82,-,-,311,385,1070,37.5,,盤後,
2021/05/17,TXO,202106  ,15500.0000,買權,650,650,374,412,464,405,368,405,415,1840,374,,一般,
2021/05/17,TXO,202106  ,15500.0000,買權,610,745,610,745,6,-,-,440,-,1840,485,,盤後,
2021/05/17,TXO,202106  ,15500.0000,賣權,1100,1100,476,700,475,700,1251,700,745,1100,40,,一般,
2021/05/17,TXO,202106  ,15500.0000,賣權,460,470,350,360,88,-,-,360,410,1000,40,,盤後,
2021/05/17,TXO,202106  ,15600.0000,買權,350,555,330,369,431,369,3011,357,369,1360,330,,一般,
2021/05/17,TXO,202106  ,15600.0000,買權,635,650,615,650,12,-,-,530,-,1360,429,,盤後,
2021/05/17,TXO,202106  ,15600.0000,賣權,1000,1000,520,755,283,780,2409,765,895,1180,40.5,,一般,
2021/05/17,TXO,202106  ,15600.0000,賣權,505,515,390,399,76,-,-,255,515,1180,40.5,,盤後,
2021/05/17,TXO,202106  ,15700.0000,買權,378,492,286,318,613,318,2394,312,323,1640,286,,一般,
2021/05/17,TXO,202106  ,15700.0000,買權,476,600,470,600,218,-,-,458,630,1640,372,,盤後,
2021/05/17,TXO,202106  ,15700.0000,賣權,750,900,560,800,241,830,1536,825,900,1020,55,,一般,
2021/05/17,TXO,202106  ,15700.0000,賣權,540,550,425,425,85,-,-,410,1100,1020,55,,盤後,
2021/05/17,TXO,202106  ,15800.0000,買權,258,453,253,280,665,275,744,275,279,1560,20,,一般,
2021/05/17,TXO,202106  ,15800.0000,買權,418,555,418,555,43,-,-,396,1000,1560,20,,盤後,
2021/05/17,TXO,202106  ,15800.0000,賣權,700,950,600,880,397,880,8616,855,950,1290,52,,一般,
2021/05/17,TXO,202106  ,15800.0000,賣權,600,600,449,488,145,-,-,401,488,1290,52,,盤後,
2021/05/17,TXO,202106  ,15900.0000,買權,393,400,236,236,466,236,577,232,249,1170,236,,一般,
2021/05/17,TXO,202106  ,15900.0000,買權,361,500,361,500,39,-,-,456,-,1170,290,,盤後,
2021/05/17,TXO,202106  ,15900.0000,賣權,885,1000,670,920,46,945,727,920,1080,1300,69,,一般,
2021/05/17,TXO,202106  ,15900.0000,賣權,600,600,495,495,45,-,-,385,550,1300,69,,盤後,
2021/05/17,TXO,202106  ,16000.0000,買權,217,357,190,207,1378,207,1426,205,211,1720,190,,一般,
2021/05/17,TXO,202106  ,16000.0000,買權,326,440,317,432,195,-,-,415,479,1720,260,,盤後,
2021/05/17,TXO,202106  ,16000.0000,賣權,800,1100,700,1010,194,1020,1659,985,1160,1500,51,,一般,
2021/05/17,TXO,202106  ,16000.0000,賣權,710,710,535,550,98,-,-,505,650,1500,51,,盤後,
2021/05/17,TXO,202106  ,16100.0000,買權,183,316,166,186,681,186,652,176,196,915,166,,一般,
2021/05/17,TXO,202106  ,16100.0000,買權,294,380,273,371,118,-,-,330,396,915,236,,盤後,
2021/05/17,TXO,202106  ,16100.0000,賣權,1100,1100,780,1070,43,1100,691,1050,1240,1380,77,,一般,
2021/05/17,TXO,202106  ,16100.0000,賣權,655,670,595,595,63,-,-,510,-,1380,77,,盤後,
2021/05/17,TXO,202106  ,16200.0000,買權,165,273,142,154,622,154,670,150,154,1130,20.5,,一般,
2021/05/17,TXO,202106  ,16200.0000,買權,245,349,235,349,145,-,-,316,350,1130,20.5,,盤後,
2021/05/17,TXO,202106  ,16200.0000,賣權,1110,1140,840,1100,33,1160,820,1130,1180,1630,92,,一般,
2021/05/17,TXO,202106  ,16200.0000,賣權,710,710,645,645,5,-,-,484,650,1630,92,,盤後,
2021/05/17,TXO,202106  ,16300.0000,買權,136,231,120,132,812,132,586,129,153,1010,120,,一般,
2021/05/17,TXO,202106  ,16300.0000,買權,218,290,203,290,181,-,-,290,320,1010,159,,盤後,
2021/05/17,TXO,202106  ,16300.0000,賣權,1070,1300,950,1250,11,1240,970,1080,1330,1550,101,,一般,
2021/05/17,TXO,202106  ,16300.0000,賣權,870,880,695,695,14,-,-,605,-,1550,101,,盤後,
2021/05/17,TXO,202106  ,16400.0000,買權,100,260,100,110,1274,110,785,109,118,1230,100,,一般,
2021/05/17,TXO,202106  ,16400.0000,買權,186,243,172,241,115,-,-,222,284,1230,140,,盤後,
2021/05/17,TXO,202106  ,16400.0000,賣權,1130,1260,980,1150,11,1320,463,1120,1440,1370,114,,一般,
2021/05/17,TXO,202106  ,16400.0000,賣權,950,950,950,950,2,-,-,675,910,1370,114,,盤後,
2021/05/17,TXO,202106  ,16500.0000,買權,130,178,85,95,1685,95,1243,93,94,1180,85,,一般,
2021/05/17,TXO,202106  ,16500.0000,買權,149,213,145,201,234,-,-,209,243,1180,102,,盤後,
2021/05/17,TXO,202106  ,16500.0000,賣權,1300,1500,1100,1500,9,1410,1195,1200,1420,1500,124,,一般,
2021/05/17,TXO,202106  ,16500.0000,賣權,910,910,870,900,3,-,-,66,-,1500,124,,盤後,
2021/05/17,TXO,202106  ,16600.0000,買權,82,148,60,81,1385,81,1792,80,84,1060,10,,一般,
2021/05/17,TXO,202106  ,16600.0000,買權,135,185,119,185,295,-,-,165,194,1060,10,,盤後,
2021/05/17,TXO,202106  ,16600.0000,賣權,1500,1500,1150,1440,6,1490,604,1290,1530,1510,139,,一般,
2021/05/17,TXO,202106  ,16600.0000,賣權,1030,1030,1030,1030,4,-,-,550,1680,1510,139,,盤後,
2021/05/17,TXO,202106  ,16700.0000,買權,69,124,60,63,995,63,998,62,68,995,60,,一般,
2021/05/17,TXO,202106  ,16700.0000,買權,105,150,97,150,182,-,-,137,152,995,80,,盤後,
2021/05/17,TXO,202106  ,16700.0000,賣權,1320,1320,1320,1320,1,1570,997,1380,1610,1510,159,,一般,
2021/05/17,TXO,202106  ,16700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,16800.0000,買權,52,103,40,50,1157,50,1537,50,56,950,40,,一般,
2021/05/17,TXO,202106  ,16800.0000,買權,80,122,80,122,254,-,-,119,125,950,69,,盤後,
2021/05/17,TXO,202106  ,16800.0000,賣權,1420,1450,1350,1450,9,1660,725,1520,1690,2000,171,,一般,
2021/05/17,TXO,202106  ,16800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,16900.0000,買權,48,88,25,49,725,49,657,49,49.5,835,25,,一般,
2021/05/17,TXO,202106  ,16900.0000,買權,72,101,65,101,195,-,-,100,102,835,59,,盤後,
2021/05/17,TXO,202106  ,16900.0000,賣權,1650,1650,1400,1400,29,1760,246,1560,1870,1730,193,,一般,
2021/05/17,TXO,202106  ,16900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,17000.0000,買權,40,77,37,41,1210,41,2104,40,41,840,20,,一般,
2021/05/17,TXO,202106  ,17000.0000,買權,59,92,55,92,460,-,-,85,91,840,20,,盤後,
2021/05/17,TXO,202106  ,17000.0000,賣權,1730,1780,1720,1720,34,1850,5725,1650,1960,1950,211,,一般,
2021/05/17,TXO,202106  ,17000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,17100.0000,買權,22,63,11.5,35,402,35,1272,32,40,720,11.5,,一般,
2021/05/17,TXO,202106  ,17100.0000,買權,47.5,72,45,72,132,-,-,69,73,720,42,,盤後,
2021/05/17,TXO,202106  ,17100.0000,賣權,-,-,-,-,0,1950,204,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,17100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,17200.0000,買權,30,50,22,28,434,28,1751,27,29,685,22,,一般,
2021/05/17,TXO,202106  ,17200.0000,買權,38.5,57,35,55,136,-,-,55,57,685,33.5,,盤後,
2021/05/17,TXO,202106  ,17200.0000,賣權,-,-,-,-,0,2040,203,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,17200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,17300.0000,買權,28,43,14,26,255,26,758,25,30.5,625,14,,一般,
2021/05/17,TXO,202106  ,17300.0000,買權,29,49.5,29,46,129,-,-,46,50,625,29,,盤後,
2021/05/17,TXO,202106  ,17300.0000,賣權,2060,2060,2060,2060,1,2140,263,1930,2140,2080,300,,一般,
2021/05/17,TXO,202106  ,17300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,17400.0000,買權,22,39,11,20,839,20,2026,19,28.5,555,11,,一般,
2021/05/17,TXO,202106  ,17400.0000,買權,27,39.5,26.5,39,93,-,-,36.5,40,555,15,,盤後,
2021/05/17,TXO,202106  ,17400.0000,賣權,2010,2150,2010,2150,2,2230,221,2030,2330,2150,330,,一般,
2021/05/17,TXO,202106  ,17400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,17500.0000,買權,18,30.5,17,19,437,19,1379,18,19,505,10,,一般,
2021/05/17,TXO,202106  ,17500.0000,買權,22.5,37.5,22,37.5,48,-,-,30.5,37.5,505,10,,盤後,
2021/05/17,TXO,202106  ,17500.0000,賣權,2270,2270,2270,2270,1,2330,229,2160,2420,2270,367,,一般,
2021/05/17,TXO,202106  ,17500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,17600.0000,買權,10,28,10,18.5,1552,18.5,2153,18,19,441,10,,一般,
2021/05/17,TXO,202106  ,17600.0000,買權,21,30,17.5,27.5,164,-,-,27.5,30,441,17.5,,盤後,
2021/05/17,TXO,202106  ,17600.0000,賣權,-,-,-,-,0,2430,91,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,17600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,17700.0000,買權,16.5,23.5,13.5,17,166,17,1066,14,20.5,377,13.5,,一般,
2021/05/17,TXO,202106  ,17700.0000,買權,19,26,19,24,25,-,-,23,29.5,377,16,,盤後,
2021/05/17,TXO,202106  ,17700.0000,賣權,-,-,-,-,0,2530,22,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,17700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,17800.0000,買權,9.5,20.5,5.3,14,176,14,1429,13,14.5,332,5.3,,一般,
2021/05/17,TXO,202106  ,17800.0000,買權,16,27.5,13.5,19,78,-,-,18.5,26,332,13,,盤後,
2021/05/17,TXO,202106  ,17800.0000,賣權,-,-,-,-,0,2620,44,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,17800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,17900.0000,買權,14.5,18.5,9.1,9.1,19,12.5,839,9.5,15,305,4.7,,一般,
2021/05/17,TXO,202106  ,17900.0000,買權,12,19,12,19,14,-,-,15.5,19,305,4.7,,盤後,
2021/05/17,TXO,202106  ,17900.0000,賣權,-,-,-,-,0,2720,34,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,17900.0000,賣權,2240,2240,2240,2240,5,-,-,-,-,2600,590,,盤後,
2021/05/17,TXO,202106  ,18000.0000,買權,11,17.5,8.2,11.5,409,11.5,2824,10,12,252,5,,一般,
2021/05/17,TXO,202106  ,18000.0000,買權,13,18,10,18,99,-,-,16,18,252,5,,盤後,
2021/05/17,TXO,202106  ,18000.0000,賣權,-,-,-,-,0,2820,49,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,18000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,18100.0000,買權,6,16,6,10.5,43,11,1193,9,11,213,6,,一般,
2021/05/17,TXO,202106  ,18100.0000,買權,11,13,10.5,13,8,-,-,12,16,213,10.5,,盤後,
2021/05/17,TXO,202106  ,18100.0000,賣權,-,-,-,-,0,2920,3,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,18100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,18200.0000,買權,11.5,11.5,8.7,10.5,33,10.5,791,7.5,10,178,7,,一般,
2021/05/17,TXO,202106  ,18200.0000,買權,10,19,7,19,11,-,-,10.5,18.5,178,7,,盤後,
2021/05/17,TXO,202106  ,18200.0000,賣權,-,-,-,-,0,3020,169,-,-,-,-,,一般,
2021/05/17,TXO,202106  ,18200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/17,TXO,202106  ,18300.0000,買權,10,12,7.1,7.1,28,9,850,8,10,168,7.1,,一般,
